Season,short_name,long_name,age,dob,height_cm,weight_kg,club_name,league_name,overall,potential,value_eur,wage_eur,player_positions,preferred_foot,release_clause_eur,nation_position,nation_jersey_number,previous_edition_overall,long_name1,club_name1
2015/16,L. Ulloa,José Leonardo Ulloa,29,1986-07-26,185,75,Leicester City,English Premier League,74,74,3300000.0,60000.0,ST,Right,,,,73.0,Jose Leonardo Ulloa,Leicester City
2015/16,M. Wilson,Marc Wilson,28,1987-08-17,188,80,AFC Bournemouth,English Premier League,74,74,2700000.0,50000.0,"CB, LB, CDM",Right,,,,74.0,Marc Wilson,AFC Bournemouth
2015/16,J. Sorbon,Jérémy Sorbon,32,1983-08-05,183,79,En Avant de Guingamp,French Ligue 1,74,74,2000000.0,20000.0,CB,Right,,,,73.0,Jeremy Sorbon,En Avant de Guingamp
2015/16,Omar Ramos,Julián Omar Ramos Suárez,28,1988-01-26,175,65,CD Leganés,Spain Primera Division,74,74,3200000.0,20000.0,"RM, LM, RW",Left,,,,69.0,Julian Omar Ramos Suarez,CD Leganes
2015/16,A. Masiello,Andrea Masiello,30,1986-02-05,184,82,Atalanta,Italian Serie A,74,74,2400000.0,30000.0,"CB, RB",Right,,,,74.0,Andrea Masiello,Atalanta
2015/16,S. Gakpé,Serge Gakpé,29,1987-05-07,176,68,Genoa,Italian Serie A,74,74,3100000.0,30000.0,"RM, ST",Right,,,,75.0,Serge Gakpe,Genoa
2015/16,S. Floccari,Sergio Floccari,34,1981-11-12,180,79,Bologna,Italian Serie A,74,74,1800000.0,50000.0,ST,Right,,,,73.0,Sergio Floccari,Bologna
2015/16,V. Anichebe,Victor Chinedu Anichebe,28,1988-04-23,185,80,Sunderland,English Premier League,74,74,3400000.0,40000.0,ST,Right,,,,73.0,Victor Chinedu Anichebe,Sunderland
2015/16,D. Simpson,Danny Simpson,29,1987-01-04,177,78,Leicester City,English Premier League,74,74,2500000.0,50000.0,RB,Right,,,,71.0,Danny Simpson,Leicester City
2015/16,D. Randolph,Darren Randolph,29,1987-05-12,185,80,West Ham United,English Premier League,74,74,2900000.0,60000.0,GK,Right,,GK,23.0,72.0,Darren Randolph,West Ham United
2015/16,Manu García,Manuel Alejandro García Sánchez,30,1986-04-26,182,74,Deportivo Alavés,Spain Primera Division,74,74,2400000.0,20000.0,"CDM, CM, LB",Left,,,,65.0,Manuel Alejandro Garcia Sanchez,Deportivo Alaves
2015/16,Torrejón,Marc Torrejón Moya,30,1986-02-18,187,88,Sport-Club Freiburg,German 1. Bundesliga,74,74,2400000.0,20000.0,"CB, RB",Right,,,,73.0,Marc Torrejon Moya,Sport-Club Freiburg
2015/16,De las Cuevas,Miguel Ángel De las Cuevas Barberá,30,1986-06-19,175,69,CA Osasuna,Spain Primera Division,74,74,3100000.0,20000.0,"CAM, RM, CM",Right,,,,73.0,Miguel Angel De las Cuevas Barbera,CA Osasuna
2015/16,O. Toivonen,Ola Toivonen,29,1986-07-03,192,78,Toulouse Football Club,French Ligue 1,74,74,3200000.0,30000.0,"CAM, CM",Right,,,,75.0,Ola Toivonen,Toulouse Football Club
2015/16,T. Sippel,Tobias Sippel,28,1988-03-22,180,78,Borussia Mönchengladbach,German 1. Bundesliga,74,74,2900000.0,20000.0,GK,Right,,,,73.0,Tobias Sippel,Borussia Monchengladbach
2015/16,L. Deaux,Lucas Deaux,27,1988-12-26,188,80,En Avant de Guingamp,French Ligue 1,74,74,2800000.0,20000.0,"CDM, CB, CM",Right,,,,75.0,Lucas Deaux,En Avant de Guingamp
2015/16,R. Donk,Ryan Henk Donk,30,1986-03-30,192,80,Real Betis Balompié,Spain Primera Division,74,74,2400000.0,20000.0,"CDM, CB",Right,,,,74.0,Ryan Henk Donk,Real Betis Balompie
2015/16,F. Peluso,Federico Peluso,32,1984-01-20,188,82,U.S. Sassuolo Calcio,Italian Serie A,74,74,1900000.0,40000.0,"LB, CB",Left,,,,72.0,Federico Peluso,U.S. Sassuolo Calcio
2015/16,Xavi Torres,Xavier Torres Buigues,29,1986-11-21,184,83,Real Sporting de Gijón,Spain Primera Division,74,74,2500000.0,20000.0,CDM,Right,,,,75.0,Xavier Torres Buigues,Real Sporting de Gijon
2015/16,R. Genevois,Romain Genevois,28,1987-10-28,182,75,Stade Malherbe Caen,French Ligue 1,74,74,2700000.0,20000.0,"CB, RB",Right,,,,72.0,Romain Genevois,Stade Malherbe Caen
2015/16,R. Kruse,Robbie Kruse,27,1988-10-05,179,74,Bayer 04 Leverkusen,German 1. Bundesliga,74,74,3400000.0,40000.0,"RM, CF",Right,,RW,10.0,73.0,Robbie Kruse,Bayer 04 Leverkusen
2015/16,Á. González,Álvaro Rafael González Luengo,31,1984-10-29,176,72,Lazio,Italian Serie A,74,74,2800000.0,40000.0,"CM, CDM, RM",Right,,,,74.0,Alvaro Rafael Gonzalez Luengo,Lazio
2015/16,C. Beauvue,Claudio Beauvue,28,1988-04-16,174,66,RC Celta de Vigo,Spain Primera Division,74,74,3400000.0,30000.0,"ST, RW",Right,,,,79.0,Claudio Beauvue,RC Celta de Vigo
2015/16,M. Kelly,Martin Kelly,26,1990-04-27,191,77,Crystal Palace,English Premier League,74,76,3300000.0,50000.0,"RB, LB",Right,,,,74.0,Martin Kelly,Crystal Palace
2015/16,H. Arter,Harry Nicholas Arter,26,1989-12-28,178,70,AFC Bournemouth,English Premier League,74,76,3900000.0,50000.0,"CM, CAM",Right,,SUB,20.0,73.0,Harry Nicholas Arter,AFC Bournemouth
2015/16,J. Rhodes,Jordan Rhodes,26,1990-02-05,185,71,Middlesbrough,English Premier League,74,76,4100000.0,40000.0,ST,Right,,,,74.0,Jordan Rhodes,Middlesbrough
2015/16,V. Bessat,Vincent Bessat,30,1985-11-08,178,73,Stade Malherbe Caen,French Ligue 1,74,74,3000000.0,20000.0,"LM, LB",Left,,,,73.0,Vincent Bessat,Stade Malherbe Caen
2015/16,Á. Szalai,Ádám Szalai,28,1987-12-09,193,87,TSG Hoffenheim,German 1. Bundesliga,74,74,3400000.0,50000.0,ST,Right,,ST,9.0,75.0,Adam Szalai,TSG Hoffenheim
2015/16,I. Traoré,Ismaël Traoré,29,1986-08-18,184,89,Angers SCO,French Ligue 1,74,74,2500000.0,20000.0,CB,Right,,,,67.0,Ismael Traore,Angers SCO
2015/16,Ø. Nyland,Ørjan Håskjold Nyland,25,1990-09-10,192,90,FC Ingolstadt 04,German 1. Bundesliga,74,78,3600000.0,15000.0,GK,Right,,GK,12.0,73.0,rjan Haskjold Nyland,FC Ingolstadt 04
2015/16,K. Rausch,Konstantin Rausch,26,1990-03-15,182,80,1. FC Köln,German 1. Bundesliga,74,75,3800000.0,30000.0,"LM, LB",Left,,,,73.0,Konstantin Rausch,1. FC Koln
2015/16,M. Rybus,Maciej Rybus,26,1989-08-19,173,75,Olympique Lyonnais,French Ligue 1,74,75,3200000.0,30000.0,"LB, LM",Left,,,,75.0,Maciej Rybus,Olympique Lyonnais
2015/16,A. El Kaoutari,Abdelhamid El Kaoutari,26,1990-03-17,180,73,SC Bastia,French Ligue 1,74,76,3400000.0,20000.0,CB,Left,,,,73.0,Abdelhamid El Kaoutari,SC Bastia
2015/16,M. Phillips,Matt Phillips,25,1991-03-13,183,75,West Bromwich Albion,English Premier League,74,76,4000000.0,40000.0,"RM, ST",Right,,,,74.0,Matt Phillips,West Bromwich Albion
2015/16,F. Cacciatore,Fabrizio Cacciatore,29,1986-10-08,182,85,Chievo Verona,Italian Serie A,74,74,2500000.0,15000.0,"RB, LB",Right,,,,72.0,Fabrizio Cacciatore,Chievo Verona
2015/16,M. Martin,Marvin Martin,28,1988-01-10,171,68,Dijon FCO,French Ligue 1,74,74,3400000.0,20000.0,"CAM, CM",Right,,,,73.0,Marvin Martin,Dijon FCO
2015/16,M. Sau,Marco Sau,28,1987-11-03,169,65,Cagliari,Italian Serie A,74,74,3400000.0,50000.0,"ST, CF",Right,,,,74.0,Marco Sau,Cagliari
2015/16,Laure,Laureano Sanabria Ruiz,31,1985-03-22,166,68,Deportivo de La Coruña,Spain Primera Division,74,74,2100000.0,20000.0,"RB, LB",Right,,,,74.0,Laureano Sanabria Ruiz,Deportivo de La Coruna
2015/16,Alex Bergantiños,Alejandro Bergantiños García,31,1985-06-07,177,73,Deportivo de La Coruña,Spain Primera Division,74,74,2200000.0,20000.0,"CDM, CB",Right,,,,72.0,Alejandro Bergantinos Garcia,Deportivo de La Coruna
2015/16,A. Esswein,Alexander Esswein,26,1990-03-25,183,85,Hertha BSC,German 1. Bundesliga,74,75,3800000.0,30000.0,"RM, LM",Right,,,,72.0,Alexander Esswein,Hertha BSC
2015/16,G. Angella,Gabriele Angella,27,1989-04-28,191,82,Udinese Calcio,Italian Serie A,74,74,2800000.0,20000.0,CB,Right,,,,73.0,Gabriele Angella,Udinese Calcio
2015/16,D. Diekmeier,Dennis Diekmeier,26,1989-10-20,188,79,Hamburger SV,German 1. Bundesliga,74,76,3300000.0,40000.0,RB,Right,,,,75.0,Dennis Diekmeier,Hamburger SV
2015/16,Diego Farías,Diego Farías da Silva,26,1990-05-10,173,66,Cagliari,Italian Serie A,74,76,4000000.0,50000.0,"CAM, ST, RW, LW",Right,,,,71.0,Diego Farias da Silva,Cagliari
2015/16,Fábio,Fábio Pereira da Silva,25,1990-07-09,172,65,Middlesbrough,English Premier League,74,77,3400000.0,30000.0,"LB, RB",Right,,,,74.0,Fabio Pereira da Silva,Middlesbrough
2015/16,B. Mee,Ben Mee,26,1989-09-23,180,74,Burnley,English Premier League,74,76,3400000.0,30000.0,"CB, LB",Left,,,,72.0,Ben Mee,Burnley
2015/16,S. Zuber,Steven Zuber,24,1991-08-17,181,79,TSG Hoffenheim,German 1. Bundesliga,74,77,4200000.0,30000.0,LM,Right,,,,73.0,Steven Zuber,TSG Hoffenheim
2015/16,Dani Castellano,Daniel Castellano Betancor,28,1987-11-02,180,69,Unión Deportiva Las Palmas,Spain Primera Division,74,74,2600000.0,20000.0,LB,Left,,,,69.0,Daniel Castellano Betancor,Union Deportiva Las Palmas
2015/16,José Ángel,José Ángel Valdés Díaz,26,1989-09-05,182,77,Villarreal CF,Spain Primera Division,74,75,3200000.0,30000.0,LB,Left,,,,75.0,Jose Angel Valdes Diaz,Villarreal CF
2015/16,Oier,Oier Sanjurjo Maté,30,1986-05-25,178,72,CA Osasuna,Spain Primera Division,74,74,2400000.0,20000.0,"RWB, CM, LWB",Right,,,,71.0,Oier Sanjurjo Mate,CA Osasuna
2015/16,D. Opare,Daniel Tawiah Opare,25,1990-10-18,175,74,FC Augsburg,German 1. Bundesliga,74,77,3400000.0,20000.0,"RB, LB",Right,,,,75.0,Daniel Tawiah Opare,FC Augsburg
2015/16,G. Sertic,Grégory Sertic,26,1989-08-05,183,80,FC Girondins de Bordeaux,French Ligue 1,74,76,3400000.0,30000.0,CB,Right,,,,76.0,Gregory Sertic,FC Girondins de Bordeaux
2015/16,K. Théophile-Catherine,Kévin Théophile-Catherine,26,1989-10-28,183,85,AS Saint-Étienne,French Ligue 1,74,75,3200000.0,30000.0,"RB, CB",Right,,,,74.0,Kevin Theophile-Catherine,AS Saint-Etienne
2015/16,L. Sepe,Luigi Sepe,25,1991-05-08,191,90,Napoli,Italian Serie A,74,77,3500000.0,40000.0,GK,Left,,,,73.0,Luigi Sepe,Napoli
2015/16,Javi Márquez,Javier Márquez Moreno,30,1986-05-11,179,71,Granada CF,Spain Primera Division,74,74,3000000.0,20000.0,"CM, CDM, CAM",Left,,,,74.0,Javier Marquez Moreno,Granada CF
2015/16,C. Wickham,Connor Wickham,23,1993-03-31,189,90,Crystal Palace,English Premier League,74,78,4500000.0,50000.0,"ST, LM",Right,,,,73.0,Connor Wickham,Crystal Palace
2015/16,L. Orbán,Lucas Alfonso Orbán Alegre,27,1989-02-03,184,78,Genoa,Italian Serie A,74,75,3100000.0,30000.0,"LB, CB",Left,,,,76.0,Lucas Alfonso Orban Alegre,Genoa
2015/16,R. Krhin,Rene Krhin,26,1990-05-21,189,78,Granada CF,Spain Primera Division,74,78,3600000.0,20000.0,"CDM, CM",Right,,LCM,6.0,75.0,Rene Krhin,Granada CF
2015/16,Rafael,Rafael Cabral Barbosa,26,1990-05-20,186,83,Napoli,Italian Serie A,74,77,3500000.0,40000.0,GK,Right,,,,75.0,Rafael Cabral Barbosa,Napoli
2015/16,A. Ignjovski,Aleksandar Ignjovski,25,1991-01-27,175,71,Sport-Club Freiburg,German 1. Bundesliga,74,76,3300000.0,20000.0,"RB, CDM, LB, LM",Right,,,,73.0,Aleksandar Ignjovski,Sport-Club Freiburg
2015/16,B. Jeannot,Benjamin Jeannot,24,1992-01-22,183,76,FC Lorient,French Ligue 1,74,78,4500000.0,20000.0,ST,Right,,,,72.0,Benjamin Jeannot,FC Lorient
2015/16,Dodô,José Rodolfo Pires Ribeiro,24,1992-02-06,177,75,U.C. Sampdoria,Italian Serie A,74,79,4500000.0,30000.0,"LM, LB",Left,,,,73.0,Jose Rodolfo Pires Ribeiro,U.C. Sampdoria
2015/16,Isma López,Ismael López Blanco,26,1990-01-29,180,75,Real Sporting de Gijón,Spain Primera Division,74,76,3300000.0,20000.0,"LB, LM",Left,,,,72.0,Ismael Lopez Blanco,Real Sporting de Gijon
2015/16,D. Lévêque,Dorian Lévêque,26,1989-11-22,180,74,En Avant de Guingamp,French Ligue 1,74,75,3200000.0,20000.0,LB,Left,,,,73.0,Dorian Leveque,En Avant de Guingamp
2015/16,Daniel Ayala,Daniel Sanchez Ayala,25,1990-11-07,190,84,Middlesbrough,English Premier League,74,78,3600000.0,30000.0,CB,Right,,,,71.0,Daniel Sanchez Ayala,Middlesbrough
2015/16,D. Contento,Diego Armando Valentin Contento,26,1990-05-01,177,75,FC Girondins de Bordeaux,French Ligue 1,74,77,3400000.0,30000.0,LB,Left,,,,73.0,Diego Armando Valentin Contento,FC Girondins de Bordeaux
2015/16,B. Angoua,Brou Benjamin Angoua,29,1986-11-28,183,72,En Avant de Guingamp,French Ligue 1,74,74,2500000.0,20000.0,CB,Right,,,,73.0,Brou Benjamin Angoua,En Avant de Guingamp
2015/16,Raul García,Raúl García Carnero,26,1989-11-30,175,72,Deportivo Alavés,Spain Primera Division,74,76,3300000.0,20000.0,LB,Left,,,,66.0,Raul Garcia Carnero,Deportivo Alaves
2015/16,A. Waris,Abdul Majeed Waris,24,1991-09-19,172,71,FC Lorient,French Ligue 1,74,78,4500000.0,20000.0,ST,Right,,,,72.0,Abdul Majeed Waris,FC Lorient
2015/16,J. McClean,James Joseph McClean,27,1989-04-22,180,70,West Bromwich Albion,English Premier League,74,74,3400000.0,40000.0,"LM, RM, LW",Left,,SUB,11.0,74.0,James Joseph McClean,West Bromwich Albion
2015/16,Raúl Navas,Raúl Rodríguez Navas,28,1988-06-11,185,83,Real Sociedad,Spain Primera Division,74,75,3000000.0,30000.0,CB,Right,,,,74.0,Raul Rodriguez Navas,Real Sociedad
2015/16,V. Pajot,Vincent Pajot,25,1990-08-19,176,64,AS Saint-Étienne,French Ligue 1,74,76,4000000.0,30000.0,"CM, CDM",Right,,,,72.0,Vincent Pajot,AS Saint-Etienne
2015/16,J. Delaplace,Jonathan Delaplace,30,1986-03-20,168,68,Stade Malherbe Caen,French Ligue 1,74,74,3000000.0,20000.0,CM,Right,,,,73.0,Jonathan Delaplace,Stade Malherbe Caen
2015/16,L. Rose,Lindsay Rose,24,1992-02-08,184,80,FC Lorient,French Ligue 1,74,78,3800000.0,20000.0,"CB, RB",Right,,,,73.0,Lindsay Rose,FC Lorient
2015/16,Diego Mariño,Diego Mariño Villar,26,1990-05-09,185,75,Real Sporting de Gijón,Spain Primera Division,74,78,3600000.0,15000.0,GK,Right,,,,,Diego Marino Villar,Real Sporting de Gijon
2015/16,Oriol Romeu,Oriol Romeu Vidal,24,1991-09-24,183,83,Southampton,English Premier League,74,79,3900000.0,40000.0,"CDM, CM",Right,,,,73.0,Oriol Romeu Vidal,Southampton
2015/16,M. Leitner,Moritz Leitner,23,1992-12-08,178,70,Lazio,Italian Serie A,74,77,4200000.0,40000.0,"CM, CAM, RM",Right,,,,73.0,Moritz Leitner,Lazio
2015/16,B. Corgnet,Benjamin Corgnet,29,1987-04-06,180,75,AS Saint-Étienne,French Ligue 1,74,74,3200000.0,30000.0,"CAM, CM",Right,,,,74.0,Benjamin Corgnet,AS Saint-Etienne
2015/16,I. Strinić,Ivan Strinić,28,1987-07-17,186,78,Napoli,Italian Serie A,74,74,2600000.0,50000.0,LB,Left,,,,73.0,Ivan Strinic,Napoli
2015/16,A. Acquah,Afriyie Acquah,24,1992-01-05,179,70,Torino F.C.,Italian Serie A,74,79,4500000.0,30000.0,CM,Right,,,,74.0,Afriyie Acquah,Torino F.C.
2015/16,Gabriel,Gabriel Vasconelos Ferreira,23,1992-09-27,193,90,AC Milan,Italian Serie A,74,80,4000000.0,30000.0,GK,Right,,,,74.0,Gabriel Vasconelos Ferreira,AC Milan
2015/16,N. Benezet,Nicolas Benezet,25,1991-02-24,172,61,En Avant de Guingamp,French Ligue 1,74,77,4100000.0,20000.0,"LM, RM",Right,,,,73.0,Nicolas Benezet,En Avant de Guingamp
2015/16,B. Afobe,Benik Afobe,23,1993-02-12,183,77,AFC Bournemouth,English Premier League,74,82,5000000.0,50000.0,ST,Right,,,,73.0,Benik Afobe,AFC Bournemouth
2015/16,M. Ostrzolek,Matthias Ostrzolek,26,1990-06-05,178,72,Hamburger SV,German 1. Bundesliga,74,75,3200000.0,40000.0,LB,Left,,,,73.0,Matthias Ostrzolek,Hamburger SV
2015/16,Nacho Cases,Ignacio Cases Mora,28,1987-12-22,175,66,Real Sporting de Gijón,Spain Primera Division,74,74,2700000.0,20000.0,"CDM, CM",Left,,,,74.0,Ignacio Cases Mora,Real Sporting de Gijon
2015/16,S. Zoller,Simon Zoller,25,1991-06-26,179,70,1. FC Köln,German 1. Bundesliga,74,78,4400000.0,30000.0,"ST, RM",Right,,,,70.0,Simon Zoller,1. FC Koln
2015/16,T. Chandler,Timothy Chandler,26,1990-03-29,186,84,Eintracht Frankfurt,German 1. Bundesliga,74,76,3300000.0,20000.0,RB,Right,,,,73.0,Timothy Chandler,Eintracht Frankfurt
2015/16,B. Wood,Bobby Shou Wood,23,1992-11-15,180,83,Hamburger SV,German 1. Bundesliga,74,80,4800000.0,40000.0,ST,Right,,LS,7.0,67.0,Bobby Shou Wood,Hamburger SV
2015/16,Víctor Álvarez,Víctor Guillermo Álvarez Delgado,23,1993-03-14,178,69,RCD Espanyol de Barcelona,Spain Primera Division,74,80,4600000.0,20000.0,"LM, LB, CM",Left,,,,73.0,Victor Guillermo Alvarez Delgado,RCD Espanyol de Barcelona
2015/16,J. Roussillon,Jérôme Roussillon,23,1993-01-06,175,80,Montpellier Hérault SC,French Ligue 1,74,80,3900000.0,20000.0,"LB, LM",Left,,,,70.0,Jerome Roussillon,Montpellier Herault SC
2015/16,G. Defrel,Gregoire Defrel,25,1991-06-17,179,77,U.S. Sassuolo Calcio,Italian Serie A,74,78,4400000.0,50000.0,"ST, LM, CF",Left,,,,75.0,Gregoire Defrel,U.S. Sassuolo Calcio
2015/16,T. Bifouma,Thievy Guivane Bifouma Koulossa,24,1992-05-13,180,74,SC Bastia,French Ligue 1,74,78,4500000.0,20000.0,"ST, LM",Right,,,,72.0,Thievy Guivane Bifouma Koulossa,SC Bastia
2015/16,A. Jóhannsson,Aron Jóhannsson,25,1990-11-10,184,70,SV Werder Bremen,German 1. Bundesliga,74,77,4300000.0,30000.0,ST,Right,,,,74.0,Aron Johannsson,SV Werder Bremen
2015/16,V. Fischer,Viktor Gorridsen Fischer,22,1994-06-09,181,81,Middlesbrough,English Premier League,74,81,4800000.0,30000.0,LW,Right,,LS,11.0,76.0,Viktor Gorridsen Fischer,Middlesbrough
2015/16,F. Gardoş,Florin Gardoş,27,1988-10-29,193,88,Southampton,English Premier League,74,75,3100000.0,50000.0,CB,Right,,,,74.0,Florin Gardos,Southampton
2015/16,D. Lezcano,Darío Lezcano,26,1990-06-30,178,72,FC Ingolstadt 04,German 1. Bundesliga,74,77,4200000.0,30000.0,ST,Right,,LS,19.0,68.0,Dario Lezcano,FC Ingolstadt 04
2015/16,W. Orban,Vilmos Tamás Orban,23,1992-11-03,186,82,RB Leipzig,German 1. Bundesliga,74,80,4000000.0,30000.0,CB,Right,,,,74.0,Vilmos Tamas Orban,RB Leipzig
2015/16,P. Olkowski,Paweł Olkowski,26,1990-02-13,184,76,1. FC Köln,German 1. Bundesliga,74,75,3200000.0,20000.0,"RB, RM",Right,,,,75.0,Pawe Olkowski,1. FC Koln
2015/16,A. Katai,Aleksandar Katai,25,1991-02-06,179,70,Deportivo Alavés,Spain Primera Division,74,79,4400000.0,20000.0,"CF, LM, CAM, ST",Right,,,,,Aleksandar Katai,Deportivo Alaves
2015/16,M. Sabitzer,Marcel Sabitzer,22,1994-03-17,177,74,RB Leipzig,German 1. Bundesliga,74,81,4800000.0,30000.0,"CAM, RM, ST",Right,,SUB,20.0,72.0,Marcel Sabitzer,RB Leipzig
2015/16,M. Wagué,Molla Wagué,25,1991-02-21,191,87,Udinese Calcio,Italian Serie A,74,77,3500000.0,20000.0,CB,Right,,,,72.0,Molla Wague,Udinese Calcio
2015/16,J. Akpa Akpro,Jean-Daniel Dave Lewis Akpa Akpro,23,1992-10-11,180,71,Toulouse Football Club,French Ligue 1,74,79,4500000.0,20000.0,"CM, RM, LM",Right,,,,73.0,Jean-Daniel Dave Lewis Akpa Akpro,Toulouse Football Club
2015/16,Moi Gómez,Moisés Gómez Bordonado,22,1994-06-23,174,65,Real Sporting de Gijón,Spain Primera Division,74,79,4500000.0,20000.0,"RM, LM",Right,,,,76.0,Moises Gomez Bordonado,Real Sporting de Gijon
2015/16,G. Sakai,酒井 髙徳,25,1991-03-14,176,74,Hamburger SV,German 1. Bundesliga,74,76,3300000.0,30000.0,"RB, LB",Right,,,,72.0, ,Hamburger SV
2015/16,F. Helander,Filip Viktor Helander,23,1993-04-22,192,83,Bologna,Italian Serie A,74,79,3900000.0,40000.0,CB,Left,,,,73.0,Filip Viktor Helander,Bologna
2015/16,Lucas Lima,Lucas Pedro Alves de Lima,24,1991-10-10,178,73,FC Nantes,French Ligue 1,74,79,3800000.0,20000.0,LB,Left,,,,,Lucas Pedro Alves de Lima,FC Nantes
2015/16,Sergi Samper,Sergi Samper Montañá,21,1995-01-20,181,73,Granada CF,Spain Primera Division,74,84,4800000.0,15000.0,"CDM, CM",Right,,,,70.0,Sergi Samper Montana,Granada CF
2015/16,R. Quaison,Robin Kwamina Quaison,22,1993-10-09,184,77,Palermo,Italian Serie A,74,81,4800000.0,20000.0,"CAM, CF",Right,,,,72.0,Robin Kwamina Quaison,Palermo
2015/16,Omar Mascarell,Omar Mascarell González,23,1993-02-02,181,74,Eintracht Frankfurt,German 1. Bundesliga,74,81,4700000.0,20000.0,"CM, CDM",Right,,,,71.0,Omar Mascarell Gonzalez,Eintracht Frankfurt
2015/16,Z. Bakkali,Zakaria Bakkali,20,1996-01-26,164,60,Valencia CF,Spain Primera Division,74,82,5000000.0,20000.0,"RW, LW",Right,,,,73.0,Zakaria Bakkali,Valencia CF
2015/16,Lucas Silva,Lucas Silva Borges,23,1993-02-16,182,80,Real Madrid CF,Spain Primera Division,74,76,3500000.0,90000.0,"CDM, CM",Right,,,,76.0,Lucas Silva Borges,Real Madrid CF
2015/16,Rubén Peña,Rubén Peña Jiménez,24,1991-07-18,170,65,SD Eibar,Spain Primera Division,74,77,4300000.0,20000.0,"RW, ST, RM, RB",Right,,,,65.0,Ruben Pena Jimenez,SD Eibar
2015/16,G. Lapadula,Gianluca Lapadula Vargas,26,1990-02-07,178,69,AC Milan,Italian Serie A,74,76,4100000.0,50000.0,ST,Left,,,,64.0,Gianluca Lapadula Vargas,AC Milan
2015/16,K. Linetty,Karol Linetty,21,1995-02-02,176,73,U.C. Sampdoria,Italian Serie A,74,84,4800000.0,20000.0,"CDM, CAM",Right,,SUB,8.0,72.0,Karol Linetty,U.C. Sampdoria
2015/16,M. Elneny,Mohamed Naser Elsayed Elneny,23,1992-07-11,180,71,Arsenal,English Premier League,74,81,4100000.0,60000.0,"CDM, CM",Right,,RDM,17.0,71.0,Mohamed Naser Elsayed Elneny,Arsenal
2015/16,F. Niederlechner,Florian Niederlechner,25,1990-10-24,186,86,Sport-Club Freiburg,German 1. Bundesliga,74,77,4300000.0,30000.0,ST,Left,,,,72.0,Florian Niederlechner,Sport-Club Freiburg
2015/16,Luciano,Luciano da Rocha Neves,23,1993-05-18,179,68,CD Leganés,Spain Primera Division,74,80,4800000.0,20000.0,ST,Left,,,,,Luciano da Rocha Neves,CD Leganes
2015/16,D. Lazović,Darko Lazović,25,1990-09-15,181,66,Genoa,Italian Serie A,74,75,4000000.0,30000.0,"RW, LW",Right,,,,72.0,Darko Lazovic,Genoa
2015/16,P. Sisto,Pione Sisto Ifolo Emirmija,21,1995-02-04,171,64,RC Celta de Vigo,Spain Primera Division,74,83,5000000.0,20000.0,"RM, LM, RW",Right,,SUB,13.0,73.0,Pione Sisto Ifolo Emirmija,RC Celta de Vigo
2015/16,N. Stark,Niklas Stark,21,1995-04-14,190,81,Hertha BSC,German 1. Bundesliga,74,84,4800000.0,20000.0,"CB, CDM, CM",Right,,,,71.0,Niklas Stark,Hertha BSC
2015/16,L. Öztunalı,Levin Mete Öztunali,20,1996-03-15,184,80,1. FSV Mainz 05,German 1. Bundesliga,74,84,5500000.0,20000.0,"RM, LM, CAM",Right,,,,,Levin Mete Oztunali,1. FSV Mainz 05
2015/16,Kim Jin Su,킴진수 金珍洙,24,1992-06-13,176,70,TSG Hoffenheim,German 1. Bundesliga,74,78,3700000.0,30000.0,LB,Left,,,,74.0, ,TSG Hoffenheim
2015/16,D. Laxalt,Diego Sebastián Laxalt Suárez,23,1993-02-07,178,66,Genoa,Italian Serie A,74,79,4500000.0,30000.0,LM,Left,,SUB,20.0,70.0,Diego Sebastian Laxalt Suarez,Genoa
2015/16,P. Højbjerg,Pierre-Emile Kordt Højbjerg,20,1995-08-05,185,84,Southampton,English Premier League,74,81,4700000.0,40000.0,"CM, CDM",Right,,RCM,23.0,73.0,Pierre-Emile Kordt Hjbjerg,Southampton
2015/16,J. Correa,Carlos Joaquín Correa,21,1994-08-13,188,77,Sevilla FC,Spain Primera Division,74,82,5000000.0,15000.0,"CAM, LM",Right,,,,71.0,Carlos Joaquin Correa,Sevilla FC
2015/16,C. Mathenia,Christian Mathenia,24,1992-03-31,189,90,Hamburger SV,German 1. Bundesliga,74,78,3800000.0,20000.0,GK,Right,,,,69.0,Christian Mathenia,Hamburger SV
2015/16,Burgui,Jorge Franco Alviz,22,1993-10-29,184,73,Real Sporting de Gijón,Spain Primera Division,74,83,5000000.0,20000.0,"LM, CAM",Right,,,,70.0,Jorge Franco Alviz,Real Sporting de Gijon
2015/16,M. Politano,Matteo Politano,22,1993-08-03,171,65,U.S. Sassuolo Calcio,Italian Serie A,74,82,5000000.0,40000.0,RW,Left,,,,67.0,Matteo Politano,U.S. Sassuolo Calcio
2015/16,A. Pantic,Aleksandar Pantić,24,1992-04-11,186,76,Deportivo Alavés,Spain Primera Division,74,78,3800000.0,20000.0,CB,Right,,,,73.0,Aleksandar Pantic,Deportivo Alaves
2015/16,M. Philipp,Maximilian Philipp,22,1994-03-01,183,76,Sport-Club Freiburg,German 1. Bundesliga,74,79,4600000.0,20000.0,"CF, ST, LM",Right,,,,69.0,Maximilian Philipp,Sport-Club Freiburg
2015/16,Sandro,Sandro Ramírez Castillo,20,1995-07-09,175,71,Málaga CF,Spain Primera Division,74,82,5000000.0,20000.0,"ST, LW",Right,,,,72.0,Sandro Ramirez Castillo,Malaga CF
