Season_fifa,short_name,age,dob,height_cm,weight_kg,club_name,league_name,overall,potential,value_eur,wage_eur,player_positions,preferred_foot,release_clause_eur,nation_position,nation_jersey_number,previous_edition_overall,POS,GP,MIN,ST,ON,OFF,Y,YR,R,G,A,SA,AOP,ASP,S,SOG,INT,CR,ACR,CC,BCC,CCOP,CCSP,BLK,TKL,TKLW,FC,FS,P,AP,ACRO,AW,BR,DR,DW,EG,ES,IBS,IBSOG,IBG,OBS,OBSOG,OBG,AOG,APW,DSP,OWN,TOUCH,TBOX,PFT,DL,AFZP,BLKCR,PENT,CLROL,POSL,LPOPP,PK,PKG,PKM,PKSVD,FKCR,FKACR,CRN,CRNCR,CRNW,FKS,FKSOG,FKG,GC,CS,SV,IBSV,OBSV,AKS,PKC,PKF,PKSV,CL,ECL,PUNCH,ALB,ATB,LMT,TOFF,BCM,BCS,ATTDR
2016/17,J. Briand,31,1985-08-02,181,84,En Avant de Guingamp,French Ligue 1,78,78,9500000.0,30000.0,"ST, RM",Right,19000000.0,,,76.0,F,34,2883,32,2,4,2,0,0,12,5,0,5,0,70,26,16,33,7,32,7,26,1,3,28,21,35,71,704,955,7,57,124,26,170,0,0,51,24,12,19,2,0,0,0,72,0,1536,120,263,271,453,9,81,0,502,26,3,3,0,0,0,0,0,0,26,0,0,0,43,6,0,0,0,0,0,0,0,33,33,0,25,3,0,12,8,11,46
2016/17,R. Huth,32,1984-08-18,191,99,Leicester City,English Premier League,78,78,6000000.0,60000.0,CB,Right,11400000.0,,,80.0,D,33,2929,33,0,3,9,0,0,2,2,0,1,1,26,9,44,0,0,6,3,4,0,37,27,22,45,18,501,703,0,93,138,0,133,0,1,23,9,2,3,0,0,0,0,3,2,1127,49,37,124,128,4,6,0,227,76,0,0,0,0,0,0,0,0,5,0,0,0,49,9,0,0,0,0,1,0,0,221,211,0,34,0,0,0,1,1,1
2016/17,R. Klavan,31,1985-10-30,187,85,Liverpool,English Premier League,78,78,7000000.0,90000.0,CB,Left,13300000.0,,,79.0,D,20,1408,15,5,0,3,0,0,0,0,0,0,0,4,2,14,1,1,3,0,3,0,9,25,18,15,7,829,940,1,36,87,6,74,1,0,4,2,0,0,0,0,0,0,1,0,1125,13,69,58,224,3,13,0,120,97,0,0,0,0,0,0,0,0,1,0,0,0,19,3,0,0,0,0,1,0,0,90,89,0,49,1,0,0,0,0,6
2016/17,O. Wendt,31,1985-10-24,181,82,Borussia Mönchengladbach,German 1. Bundesliga,78,78,7000000.0,30000.0,"LB, LM",Left,11900000.0,,,79.0,D,28,2462,28,0,4,3,0,0,2,2,0,1,1,26,8,64,80,24,26,4,10,14,9,48,39,30,15,854,1068,9,17,113,4,84,1,1,12,6,2,14,2,0,1,0,15,0,1699,31,178,109,457,26,113,1,388,85,0,0,0,0,3,3,34,31,10,1,0,0,39,8,0,0,0,0,1,0,0,42,41,0,45,0,0,3,2,2,25
2016/17,Jesús Navas,31,1985-11-21,170,60,Sevilla FC,Spain Primera Division,78,78,9000000.0,20000.0,RM,Right,18900000.0,,,80.0,M/D,24,1058,12,12,6,2,0,0,0,0,0,0,0,8,2,22,92,16,21,3,18,3,1,19,18,6,11,487,582,12,9,60,15,54,0,0,5,1,0,3,1,0,3,0,10,0,890,53,227,44,370,3,86,0,213,12,0,0,0,0,0,0,8,7,18,0,0,0,17,1,0,0,0,0,0,0,0,13,13,0,27,0,0,3,0,0,16
2016/17,Hilton,39,1977-09-13,180,78,Montpellier Hérault SC,French Ligue 1,78,78,700000.0,20000.0,CB,Right,1400000.0,,,79.0,D,32,2806,32,0,4,2,0,0,1,0,1,0,0,23,5,80,4,3,5,1,5,0,22,38,25,16,24,1200,1488,3,76,241,7,142,0,4,21,4,1,2,1,0,0,0,3,0,1933,32,110,59,381,4,25,3,317,257,0,0,0,0,0,0,0,0,4,0,0,0,53,5,0,0,0,0,2,0,0,182,171,0,203,0,0,0,1,1,8
2016/17,Y. Gourcuff,30,1986-07-11,185,82,Stade Rennais FC,French Ligue 1,78,78,10000000.0,30000.0,"CAM, ST",Right,20000000.0,,,79.0,M,27,2299,27,0,8,3,0,0,4,3,0,1,2,38,9,13,78,25,47,7,34,10,5,37,29,18,39,977,1193,4,29,152,20,125,0,1,12,4,2,26,5,2,0,0,58,0,1620,37,352,128,696,2,125,0,396,58,0,0,0,0,14,5,43,40,9,3,0,0,22,5,0,0,0,0,0,0,0,21,20,0,45,5,0,5,0,2,32
2016/17,T. Vermaelen,31,1985-11-14,183,80,FC Barcelona,Spain Primera Division,78,78,7000000.0,120000.0,"CB, LB",Left,14400000.0,SUB,3.0,81.0,D,9,388,4,5,1,1,0,0,0,0,0,0,0,0,0,7,0,0,1,0,1,0,3,7,6,6,1,222,252,0,12,18,1,21,0,0,0,0,0,0,0,0,0,0,0,0,305,2,16,20,79,3,1,0,35,33,0,0,0,0,0,0,0,0,0,0,0,0,7,1,0,0,0,0,0,0,0,23,21,0,9,0,0,1,0,0,1
2016/17,S. Dann,30,1987-02-14,188,78,Crystal Palace,English Premier League,78,78,7500000.0,50000.0,CB,Right,14300000.0,,,79.0,D,23,1744,19,4,1,2,0,0,3,1,0,1,1,21,10,32,3,1,6,1,5,0,19,17,11,14,13,448,605,1,68,90,2,99,0,2,20,10,3,1,0,0,0,0,5,0,846,44,53,75,141,1,23,1,175,81,0,0,0,0,0,0,0,0,5,1,0,0,36,2,0,0,0,0,1,0,0,102,95,0,61,0,0,0,0,1,4
2016/17,I. Afellay,31,1986-04-02,180,76,Stoke City,English Premier League,78,78,9000000.0,70000.0,"CAM, CM, LM, CDM",Right,17100000.0,,,79.0,M,12,377,3,9,2,0,0,0,0,0,0,0,0,6,1,4,15,2,1,1,1,0,0,3,2,3,7,168,189,2,1,35,9,20,0,0,1,1,0,5,0,0,0,0,8,0,262,5,35,24,110,1,16,0,55,1,0,0,0,0,0,0,1,1,1,0,0,0,5,0,0,0,0,0,0,0,0,1,1,0,4,0,0,2,1,0,16
2016/17,R. Montolivo,32,1985-01-18,181,76,AC Milan,Italian Serie A,78,78,6000000.0,80000.0,"CDM, CM",Right,10200000.0,SUB,18.0,78.0,M,9,780,9,0,1,2,0,0,0,0,0,0,0,7,0,16,5,0,11,0,11,0,10,13,10,8,8,400,462,0,5,54,6,32,0,0,1,0,0,6,0,0,0,0,6,0,590,3,80,26,187,3,17,0,95,60,0,0,0,0,3,0,1,1,1,0,0,0,11,4,0,0,0,0,0,0,0,23,15,0,37,1,0,0,0,0,9
2016/17,I. Abate,30,1986-11-12,180,73,AC Milan,Italian Serie A,78,78,7500000.0,80000.0,RB,Right,12800000.0,,,78.0,M,23,1925,22,1,2,2,0,0,0,2,0,2,0,4,2,34,50,12,20,1,18,0,2,59,45,21,9,677,845,12,11,87,12,89,1,0,4,2,0,0,0,0,0,0,7,0,1323,31,192,62,380,20,63,0,268,79,0,0,0,0,0,0,2,0,10,0,0,0,24,6,0,0,0,0,1,0,0,44,41,0,44,0,0,2,3,0,15
2016/17,J. Cork,28,1989-06-25,185,69,Burnley,English Premier League,78,79,9500000.0,60000.0,"CDM, CM",Right,18800000.0,,,78.0,M,30,2233,25,5,6,7,0,0,0,0,0,0,0,18,5,55,20,2,14,2,14,0,8,59,44,25,33,1071,1284,2,37,180,23,148,0,1,5,3,0,13,2,0,0,0,40,2,1697,17,176,166,502,2,28,0,315,119,0,0,0,0,0,0,0,0,5,0,0,0,51,3,0,0,0,0,0,0,0,49,48,0,74,0,0,1,2,0,30
2016/17,P. Baysse,29,1988-05-18,185,85,Málaga CF,Spain Primera Division,78,78,8000000.0,30000.0,"CB, RB",Right,16800000.0,,,78.0,D,22,1857,20,2,0,1,0,0,2,1,0,0,1,11,4,33,0,0,3,1,2,0,13,37,27,10,20,1256,1376,0,66,106,0,121,0,1,11,4,2,0,0,0,0,0,4,0,1668,18,57,59,294,2,10,0,148,154,0,0,0,0,0,0,0,0,2,0,0,0,19,9,0,0,0,0,0,0,0,132,120,0,92,0,1,5,0,1,1
2016/17,T. Mangani,30,1987-04-29,183,79,Angers SCO,French Ligue 1,78,78,9500000.0,30000.0,CM,Left,19000000.0,,,75.0,M,34,2854,33,1,11,3,0,0,3,8,0,3,5,39,19,39,245,67,98,16,51,38,6,68,54,31,21,1612,2013,19,37,208,23,147,0,0,14,8,3,25,11,0,1,0,44,0,2697,44,430,202,974,4,339,0,690,234,2,2,0,0,35,8,148,140,29,4,1,0,41,6,0,0,0,0,0,0,0,47,45,0,132,3,0,0,1,3,35
2016/17,Mosquera,29,1988-04-21,184,76,Deportivo de La Coruña,Spain Primera Division,78,78,8000000.0,30000.0,"CDM, CM",Left,16800000.0,,,79.0,M,23,1558,17,6,1,7,0,0,3,0,0,0,0,10,4,49,5,0,5,0,5,0,8,68,42,39,15,693,860,0,24,122,8,114,0,0,6,4,3,4,0,0,0,0,10,0,1140,7,109,97,326,4,16,0,201,79,0,0,0,0,1,0,0,0,2,1,0,0,27,4,0,0,0,0,0,0,0,37,37,0,74,0,0,0,0,3,9
2016/17,J. Holebas,33,1984-06-27,185,81,Watford,English Premier League,78,78,4000000.0,50000.0,"LB, LWB",Left,7600000.0,,,77.0,D,33,2909,33,0,5,14,0,0,2,4,0,1,3,28,7,55,164,34,36,3,19,13,10,61,42,43,24,867,1158,17,47,225,43,175,1,2,2,1,0,26,6,2,0,0,40,0,2197,21,223,162,484,27,249,1,700,107,0,0,0,0,31,10,56,43,23,5,2,0,61,6,0,0,0,0,0,0,0,114,101,0,46,0,0,1,0,0,73
2016/17,A. Carroll,28,1989-01-06,193,79,West Ham United,English Premier League,78,78,10500000.0,100000.0,ST,Left,20000000.0,,,78.0,F,18,1313,15,3,6,3,0,0,7,1,0,0,1,39,14,6,10,3,14,3,13,0,2,5,3,24,29,253,437,3,166,31,3,197,0,0,29,14,7,10,0,0,0,0,24,0,657,60,99,140,175,0,26,0,257,2,0,0,0,0,0,0,1,0,9,0,0,0,27,2,0,0,0,0,0,0,0,38,37,0,15,0,0,4,1,6,12
2016/17,T. Deeney,29,1988-06-29,183,90,Watford,English Premier League,78,78,10500000.0,70000.0,ST,Right,20000000.0,,,76.0,F,37,2941,31,6,3,7,0,0,10,4,0,3,1,42,18,14,16,2,40,2,36,0,4,20,13,43,27,493,842,2,194,68,14,250,0,0,35,16,10,7,2,0,0,0,36,1,1229,137,224,361,351,3,83,0,485,24,3,3,0,0,0,0,2,0,13,0,0,0,52,6,0,0,0,0,0,0,0,50,48,0,15,1,0,19,7,7,24
2016/17,F. Bartels,30,1987-02-07,176,69,SV Werder Bremen,German 1. Bundesliga,78,78,10000000.0,30000.0,"CF, RM, LM",Right,17000000.0,,,75.0,M,31,2221,23,8,9,4,0,0,8,7,0,7,0,42,21,26,21,2,41,8,34,0,1,36,26,30,45,551,737,2,19,114,45,143,0,0,35,17,8,7,4,0,0,2,37,0,1207,101,219,199,366,3,56,0,398,31,0,0,0,0,0,0,0,0,17,0,0,0,45,4,0,0,0,0,0,0,0,9,8,0,29,1,0,7,6,4,113
2016/17,S. Langkamp,29,1988-01-15,191,85,Hertha BSC,German 1. Bundesliga,78,78,8000000.0,30000.0,CB,Right,13600000.0,,,78.0,D,27,2312,26,1,2,5,0,0,0,0,0,0,0,7,3,65,0,0,3,1,3,0,14,43,33,27,37,1334,1546,0,96,87,4,171,0,0,7,3,0,0,0,0,0,0,4,0,1865,15,84,88,338,2,8,0,239,235,0,0,0,0,0,0,0,0,0,0,0,0,35,7,0,0,0,0,0,0,0,113,102,0,73,0,2,0,0,0,7
2016/17,N. Müller,29,1987-09-25,173,66,Hamburger SV,German 1. Bundesliga,78,78,10000000.0,40000.0,"RM, LM",Right,17000000.0,,,77.0,F,25,1900,22,3,9,4,0,0,5,6,0,3,3,43,13,29,28,10,28,3,17,5,4,48,37,59,45,287,460,1,30,98,37,156,0,0,26,10,4,17,3,1,0,0,26,0,951,78,135,238,232,2,56,0,347,23,0,0,0,0,1,1,16,14,8,1,0,0,37,3,0,0,0,0,0,0,0,11,9,0,10,0,0,11,5,4,102
2016/17,K. Gibbs,27,1989-09-26,179,70,West Bromwich Albion,English Premier League,78,78,8500000.0,60000.0,LB,Left,16200000.0,,,80.0,M/D,11,702,8,3,3,3,0,0,0,1,0,1,0,5,2,10,31,8,10,0,9,0,0,12,7,11,1,306,373,8,20,43,14,47,0,0,5,2,0,0,0,0,0,0,4,0,589,30,101,59,204,3,29,0,132,21,0,0,0,0,0,0,0,0,6,0,0,0,3,3,0,0,0,0,0,0,0,33,32,0,8,0,0,0,0,0,26
2016/17,K. Trippier,26,1990-09-19,178,72,Tottenham Hotspur,English Premier League,78,81,10500000.0,80000.0,"RB, RWB",Right,20700000.0,,,77.0,M/D,12,566,6,6,2,1,0,0,0,5,0,5,0,3,0,7,29,7,14,5,8,0,3,17,13,8,5,264,346,7,4,31,0,26,0,0,0,0,0,3,0,0,0,0,3,0,535,9,77,22,156,2,43,0,126,22,0,0,0,0,0,0,1,0,4,0,0,0,3,2,0,0,0,0,0,0,0,13,13,0,12,0,0,1,0,0,1
2016/17,K. Asamoah,28,1988-12-09,173,75,Juventus,Italian Serie A,78,78,8000000.0,90000.0,"LB, LM, CM",Left,13200000.0,,,80.0,M/D,18,1470,16,2,0,2,0,0,0,1,0,1,0,8,2,25,26,5,14,1,13,0,2,31,22,13,36,703,783,5,18,97,24,107,0,1,4,2,0,4,0,0,0,0,21,0,1134,14,128,56,290,4,32,0,163,35,0,0,0,0,0,0,0,0,4,0,0,0,11,8,0,0,0,0,0,0,0,24,24,0,43,0,0,3,0,0,32
2016/17,S. Lulić,31,1986-01-18,183,78,Lazio,Italian Serie A,78,78,9000000.0,50000.0,"CM, LB, LM",Right,15300000.0,,,78.0,M,31,2492,29,2,8,7,1,1,3,9,0,7,2,30,9,48,90,32,66,12,54,3,5,75,55,48,27,941,1215,32,31,222,49,182,0,0,16,6,3,14,3,0,0,1,63,0,1913,79,324,219,596,9,134,0,524,79,0,0,0,0,1,0,3,0,15,0,0,0,31,5,0,0,0,0,0,0,0,31,29,0,91,4,0,4,1,3,77
2016/17,Y. Bolasie,28,1989-05-24,188,84,Everton,English Premier League,78,78,10500000.0,100000.0,"RM, ST, LM",Right,20000000.0,,,78.0,F/M,13,1028,12,1,6,2,0,0,1,4,0,4,0,27,6,3,82,19,20,8,16,0,2,18,13,23,15,205,282,19,17,50,37,87,0,0,12,4,1,15,2,0,0,0,24,0,588,36,102,100,174,1,74,0,236,14,0,0,0,0,0,0,1,0,14,0,0,0,13,0,0,0,0,0,0,0,0,8,8,0,9,1,0,3,1,0,66
2016/17,Y. Bolasie,28,1989-05-24,188,84,Everton,English Premier League,78,78,10500000.0,100000.0,"RM, ST, LM",Right,20000000.0,,,78.0,F/M,1,24,0,1,0,1,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,1,0,8,9,0,0,1,2,2,0,0,0,0,0,0,0,0,0,0,2,0,17,1,8,4,8,0,2,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
2016/17,E. Berisha,28,1989-03-10,194,92,Atalanta,Italian Serie A,78,79,8500000.0,20000.0,GK,Left,15100000.0,,,75.0,G,26,2340,26,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,5,318,575,0,2,229,0,7,1,0,0,0,0,0,0,0,0,0,0,0,836,0,4,5,83,0,2,0,261,84,0,0,0,0,0,0,0,0,0,0,0,0,26,11,77,41,36,5,2,3,0,14,14,5,164,0,0,0,0,0,0
2016/17,Susaeta,29,1987-12-14,179,68,Athletic Club de Bilbao,Spain Primera Division,78,78,10000000.0,30000.0,"RW, LW",Right,21000000.0,,,78.0,F,26,1104,11,15,8,4,0,0,1,2,0,1,1,15,4,19,91,28,28,2,18,8,1,35,29,18,35,326,422,17,14,61,29,110,0,0,7,3,1,8,1,0,0,0,25,0,774,33,121,108,260,1,84,0,241,11,0,0,0,0,8,3,31,29,9,1,0,0,12,1,0,0,0,0,0,0,0,6,6,0,9,0,0,2,2,1,50
2016/17,Victor Sánchez,29,1987-09-08,174,72,RCD Espanyol de Barcelona,Spain Primera Division,78,78,8000000.0,30000.0,"RB, CDM, CM, LB",Right,16800000.0,,,76.0,M/D,26,2281,25,1,1,8,0,0,1,1,1,0,1,9,2,73,75,17,17,1,9,7,4,105,71,48,24,845,1139,6,32,130,8,167,0,1,1,0,0,8,2,1,0,0,21,0,1783,5,130,167,364,8,97,0,439,128,0,0,0,0,12,4,18,16,7,2,0,0,30,8,0,0,0,0,1,0,0,55,54,0,96,0,0,1,0,0,20
2016/17,Muniain,24,1992-12-19,169,63,Athletic Club de Bilbao,Spain Primera Division,78,83,14000000.0,30000.0,"LW, CAM, RW",Right,30500000.0,,,78.0,F/M,35,2412,28,7,14,5,0,0,7,2,1,2,0,41,18,15,45,6,39,2,35,1,0,40,26,32,83,862,1055,5,11,163,80,213,0,0,16,8,4,25,10,3,0,2,51,0,1606,78,409,181,667,0,116,0,408,35,0,0,0,0,2,0,18,11,19,1,1,1,26,2,0,0,0,0,0,0,0,1,1,0,42,2,0,3,1,3,129
2016/17,J. Baumgartlinger,29,1988-01-02,183,82,Bayer 04 Leverkusen,German 1. Bundesliga,78,78,8000000.0,50000.0,CDM,Right,13600000.0,RCM,14.0,79.0,M,22,1562,19,3,7,1,0,0,0,1,0,1,0,13,1,44,1,0,14,3,13,0,3,55,41,18,20,812,941,0,19,80,8,99,0,2,6,1,0,7,0,0,0,0,11,1,1173,11,142,79,390,2,23,0,162,64,0,0,0,0,0,0,0,0,2,0,0,0,26,2,0,0,0,0,0,0,0,8,8,0,43,2,0,1,0,0,14
2016/17,Rafael,26,1990-07-09,172,78,Olympique Lyonnais,French Ligue 1,78,78,9000000.0,60000.0,RB,Right,17100000.0,,,78.0,M/D,27,2106,25,2,3,6,1,1,0,3,0,2,1,17,3,42,58,10,14,7,11,0,8,65,44,41,41,830,1020,10,31,132,47,184,0,1,10,2,0,7,1,0,0,0,19,0,1740,50,206,133,438,9,82,0,363,92,0,0,0,0,0,0,0,0,22,0,0,0,32,8,0,0,0,0,0,0,0,53,51,0,33,1,0,5,0,0,75
2016/17,Rafael,26,1990-07-09,172,78,Olympique Lyonnais,French Ligue 1,78,78,9000000.0,60000.0,RB,Right,17100000.0,,,78.0,G,21,1801,19,2,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,4,267,509,0,2,181,2,8,1,0,0,0,0,0,0,0,0,0,0,0,739,0,8,0,86,0,2,0,246,86,0,0,0,0,0,0,0,0,0,0,0,0,32,3,73,49,24,2,0,5,3,27,27,18,153,0,0,0,0,0,2
2016/17,Rafael,26,1990-07-09,172,78,Olympique Lyonnais,French Ligue 1,78,78,9000000.0,60000.0,RB,Right,17100000.0,,,78.0,G,1,90,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,12,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,0,0,0,2,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0
2016/17,Rafael,35,1982-03-03,187,80,Cagliari,Italian Serie A,75,75,1600000.0,20000.0,GK,Left,2800000.0,,,75.0,M/D,27,2106,25,2,3,6,1,1,0,3,0,2,1,17,3,42,58,10,14,7,11,0,8,65,44,41,41,830,1020,10,31,132,47,184,0,1,10,2,0,7,1,0,0,0,19,0,1740,50,206,133,438,9,82,0,363,92,0,0,0,0,0,0,0,0,22,0,0,0,32,8,0,0,0,0,0,0,0,53,51,0,33,1,0,5,0,0,75
2016/17,Rafael,35,1982-03-03,187,80,Cagliari,Italian Serie A,75,75,1600000.0,20000.0,GK,Left,2800000.0,,,75.0,G,21,1801,19,2,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,4,267,509,0,2,181,2,8,1,0,0,0,0,0,0,0,0,0,0,0,739,0,8,0,86,0,2,0,246,86,0,0,0,0,0,0,0,0,0,0,0,0,32,3,73,49,24,2,0,5,3,27,27,18,153,0,0,0,0,0,2
2016/17,Rafael,35,1982-03-03,187,80,Cagliari,Italian Serie A,75,75,1600000.0,20000.0,GK,Left,2800000.0,,,75.0,G,1,90,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,12,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,0,0,0,2,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0
2016/17,Rafael,27,1990-05-20,186,83,Napoli,Italian Serie A,74,77,4700000.0,40000.0,GK,Right,8400000.0,,,74.0,M/D,27,2106,25,2,3,6,1,1,0,3,0,2,1,17,3,42,58,10,14,7,11,0,8,65,44,41,41,830,1020,10,31,132,47,184,0,1,10,2,0,7,1,0,0,0,19,0,1740,50,206,133,438,9,82,0,363,92,0,0,0,0,0,0,0,0,22,0,0,0,32,8,0,0,0,0,0,0,0,53,51,0,33,1,0,5,0,0,75
2016/17,Rafael,27,1990-05-20,186,83,Napoli,Italian Serie A,74,77,4700000.0,40000.0,GK,Right,8400000.0,,,74.0,G,21,1801,19,2,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,4,267,509,0,2,181,2,8,1,0,0,0,0,0,0,0,0,0,0,0,739,0,8,0,86,0,2,0,246,86,0,0,0,0,0,0,0,0,0,0,0,0,32,3,73,49,24,2,0,5,3,27,27,18,153,0,0,0,0,0,2
2016/17,Rafael,27,1990-05-20,186,83,Napoli,Italian Serie A,74,77,4700000.0,40000.0,GK,Right,8400000.0,,,74.0,G,1,90,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,12,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,0,0,0,2,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0
2016/17,B. Mee,27,1989-09-23,180,74,Burnley,English Premier League,78,79,10000000.0,50000.0,CB,Left,19800000.0,,,74.0,D,34,3015,34,0,1,5,0,0,1,0,0,0,0,16,6,72,5,2,8,1,7,0,46,47,32,23,28,844,1154,1,126,163,1,195,1,2,14,5,1,2,1,0,0,1,2,2,1720,44,104,116,292,8,21,2,343,194,0,0,0,0,1,1,0,0,3,0,0,0,49,9,0,0,0,0,2,0,0,289,277,0,141,0,2,0,0,0,3
2016/17,Etxeita,29,1987-10-31,185,79,Athletic Club de Bilbao,Spain Primera Division,78,78,8000000.0,30000.0,CB,Right,16800000.0,,,80.0,D,10,712,7,3,1,2,0,0,0,0,0,0,0,3,1,15,0,0,0,0,0,0,8,18,12,5,4,258,305,0,13,36,0,32,0,0,3,1,0,0,0,0,0,0,0,0,393,7,18,19,86,0,1,0,55,40,0,0,0,0,0,0,0,0,0,0,0,0,9,1,0,0,0,0,1,0,0,31,25,0,18,0,0,0,0,0,0
2016/17,E. Mangala,26,1991-02-13,187,84,Manchester City,English Premier League,78,81,11000000.0,100000.0,CB,Left,21200000.0,,,80.0,D,30,2646,30,0,1,11,0,1,2,0,0,0,0,10,6,67,2,1,3,0,3,0,26,55,41,41,12,958,1144,1,46,176,11,123,1,0,9,5,2,1,1,0,0,0,10,0,1555,21,47,87,251,5,10,0,232,145,0,0,0,0,0,0,0,0,2,0,0,0,47,6,0,0,0,0,1,0,0,156,149,0,64,0,2,1,4,1,15
2016/17,C. Borges,29,1988-05-27,182,76,Deportivo de La Coruña,Spain Primera Division,78,78,8000000.0,30000.0,"CDM, CM, CAM",Right,16800000.0,,,77.0,M,34,2723,30,4,5,5,0,0,6,0,0,0,0,41,10,63,6,1,20,2,20,0,7,64,45,31,29,1233,1483,1,131,173,10,233,0,0,29,10,6,12,0,0,0,0,14,0,1863,52,228,174,665,3,15,0,314,155,3,2,0,1,0,0,0,0,5,0,0,0,43,7,0,0,0,0,1,0,0,38,37,0,56,2,1,1,2,4,14
2016/17,Fontàs,27,1989-11-14,186,89,RC Celta de Vigo,Spain Primera Division,78,80,10000000.0,20000.0,CB,Left,21800000.0,,,78.0,D,17,1462,17,0,1,6,1,1,1,1,0,1,0,3,1,38,0,0,2,0,1,0,10,50,30,21,5,809,990,0,17,113,4,76,0,0,3,1,1,0,0,0,0,0,3,0,1204,5,78,58,259,2,6,0,196,149,0,0,0,0,0,0,0,0,1,0,0,0,24,3,0,0,0,0,1,0,0,56,56,0,71,0,0,1,0,1,6
2016/17,M. Plattenhardt,25,1992-01-26,181,76,Hertha BSC,German 1. Bundesliga,78,80,10500000.0,30000.0,LB,Left,18600000.0,,,77.0,D,27,2430,27,0,0,3,0,0,3,3,0,0,3,24,11,55,126,30,36,7,12,21,5,44,34,33,24,769,1021,8,28,109,12,108,1,1,3,2,0,21,9,3,0,1,5,0,1688,7,161,86,379,9,166,2,451,101,0,0,0,0,17,9,50,41,23,15,8,3,36,9,0,0,0,0,1,0,0,45,42,0,66,0,1,0,0,0,29
2016/17,H. Badstuber,28,1989-03-13,189,83,VfB Stuttgart,German 1. Bundesliga,78,78,8500000.0,30000.0,CB,Left,15300000.0,,,79.0,D,10,864,10,0,2,1,0,0,0,0,0,0,0,1,1,26,2,2,4,0,4,0,3,12,7,10,4,526,577,2,17,51,2,34,0,1,1,1,0,0,0,0,0,0,3,0,685,2,20,31,124,7,6,0,59,71,0,0,0,0,0,0,0,0,0,0,0,0,13,2,0,0,0,0,0,0,0,28,28,0,61,0,0,0,0,0,3
2016/17,H. Badstuber,28,1989-03-13,189,83,VfB Stuttgart,German 1. Bundesliga,78,78,8500000.0,30000.0,CB,Left,15300000.0,,,79.0,D,1,28,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,27,28,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30,0,1,0,8,0,0,0,1,5,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0
2016/17,R. Hamouma,30,1987-03-29,178,76,AS Saint-Étienne,French Ligue 1,78,78,10000000.0,40000.0,"RW, LW, CAM",Right,19000000.0,,,78.0,F,29,1967,22,7,6,2,0,0,7,5,0,4,1,47,18,13,110,29,49,9,29,14,2,24,17,22,35,398,535,11,15,80,40,113,0,0,28,15,7,19,3,0,0,2,39,0,1050,91,179,148,309,3,140,0,385,7,2,2,0,0,20,5,54,53,19,2,1,0,29,4,0,0,0,0,0,0,0,9,8,0,10,2,0,15,8,5,85
2016/17,E. Giaccherini,32,1985-05-05,167,60,Napoli,Italian Serie A,78,78,8000000.0,70000.0,"LW, CM",Right,13600000.0,,,78.0,F/M,16,285,1,15,1,0,0,0,1,0,0,0,0,7,3,3,12,2,1,0,1,0,0,0,0,3,7,199,240,2,1,19,2,10,0,0,5,2,1,2,1,0,0,0,10,0,305,23,66,18,130,1,17,0,74,3,0,0,0,0,0,0,7,2,4,0,0,0,7,0,0,0,0,0,0,0,0,1,0,0,5,0,0,1,0,1,4
2016/17,G. Burgstaller,28,1989-04-29,187,80,FC Schalke 04,German 1. Bundesliga,78,78,10500000.0,50000.0,"ST, LW",Right,17900000.0,SUB,20.0,74.0,F,18,1473,17,1,12,1,0,0,9,2,0,2,0,45,17,3,19,5,18,4,15,0,0,3,2,33,24,221,314,5,20,28,12,58,0,0,38,15,9,7,2,0,0,0,26,0,564,86,89,132,166,0,27,0,216,9,1,0,0,1,0,0,0,0,20,0,0,0,20,0,0,0,0,0,0,0,0,8,8,0,3,0,0,23,6,7,39
